nid	used by	Odahviing	1
horvutah	used by	Odahviing	1
med	used by	Odahviing	1
kodaav	used by	Odahviing	1
caught	used by	Odahviing	1
zok	used by	Odahviing	2
frini	used by	Odahviing	1
grind	used by	Odahviing	1
ko	used by	Odahviing	1
grah	used by	Odahviing	1
drun	used by	Odahviing	1
viiki	used by	Odahviing	1
dovahkiin	used by	Odahviing	5
dovah	used by	Odahviing	3
grahmindol	used by	Odahviing	2
zu'u	used by	Odahviing	7
bonaar	used by	Odahviing	1
hind	used by	Odahviing	1
siiv	used by	Odahviing	1
alduin	used by	Odahviing	14
rinik	used by	Odahviing	1
vazah	used by	Odahviing	1
bovul	used by	Odahviing	1
thu'um	used by	Odahviing	6
mu	used by	Odahviing	2
ni	used by	Odahviing	6
meyye	used by	Odahviing	1
unslaad	used by	Odahviing	1
krosis	used by	Odahviing	3
sovngarde	used by	Odahviing	2
sillesejoor	used by	Odahviing	1
skuldafn	used by	Odahviing	7
mindoraan	used by	Odahviing	1
pah	used by	Odahviing	1
ok	used by	Odahviing	1
middovahhe	used by	Odahviing	1
lahvraan	used by	Odahviing	1
ofan	used by	Odahviing	1
hin	used by	Odahviing	2
laan	used by	Odahviing	2
aam	used by	Odahviing	1
tiid	used by	Odahviing	1
orin	used by	Odahviing	2
brit	used by	Odahviing	2
ro	used by	Odahviing	2
ahraan	used by	Odahviing	1
bo	used by	Odahviing	2
nol	used by	Odahviing	1
het	used by	Odahviing	1
onikaan	used by	Odahviing	2
koraav	used by	Odahviing	2
gein	used by	Odahviing	3
miraad	used by	Odahviing	2
tahrodiis	used by	Odahviing	3
vobalaan	used by	Odahviing	1
aar	used by	Odahviing	1
nu	used by	Odahviing	2
faas	used by	Odahviing	1
zini	used by	Odahviing	2
dein	used by	Odahviing	1
ruthi	used by	Odahviing	1
ahst	used by	Odahviing	1
vaal	used by	Odahviing	1
saraan	used by	Odahviing	1
uth	used by	Odahviing	2
keizaal	used by	Odahviing	1
dov	used by	Odahviing	1
amativ	used by	Odahviing	1
kotin	used by	Odahviing	1
stinselok	used by	Odahviing	1
kreh	used by	Odahviing	1
nau	used by	Odahviing	1
gol	used by	Odahviing	1
krif	used by	Odahviing	1
voth	used by	Odahviing	1
ahkrin	used by	Odahviing	1
pruzah	used by	Odahviing	1
wundunne	used by	Odahviing	1
wah	used by	Odahviing	1
wuth	used by	Odahviing	1
paarthurnax	used by	Odahviing	1
thuri	used by	Odahviing	2
